Y,X1,X2,X3,X4,X5,X6,X7
-1,-4.481239,6.142375,4.238794,4.128739,6.501761,4.801365,4.29663
-1,-3.584991,5.990084,4.046812,4.410105,5.905117,4.583903,4.589437
-1,-5.871572,5.990084,4.196684,4.233712,6.286089,4.753666,4.405872
-1,-3.88374,5.990084,4.646333,4.057299,5.71462,5.262993,4.222285
-1,-3.89523,6.040848,4.012802,4.373053,6.044388,4.545379,4.550879
-1,-3.504558,5.990084,3.896923,4.057299,6.476586,4.414121,4.222285
-1,-3.159848,6.040848,4.458667,5.072732,5.477707,5.050419,5.27901
-1,-3.89523,6.040848,4.012802,4.198138,6.233267,4.545379,4.368851
-1,-4.113547,5.990084,3.896923,3.880906,6.66706,4.414121,4.03872
-1,-4.814459,6.040848,3.715553,3.673374,6.799925,4.208679,3.822748
-1,-4.125038,6.040848,4.161418,3.498438,6.422145,4.713719,3.640699
-1,-4.630613,6.091611,3.979358,4.510083,5.994016,4.507496,4.693481
-1,-3.964173,6.091611,3.537207,4.336604,6.555954,4.006663,4.512948
-1,-4.469748,6.091611,4.274131,4.510083,5.994016,4.841392,4.693481
-1,-3.860759,6.091611,3.83198,4.510083,5.994016,4.340559,4.693481
-1,-4.963834,6.091611,3.979358,4.336604,5.994016,4.507496,4.512948
-1,-5.101718,6.091611,3.389829,4.336604,6.555954,3.839726,4.512948
-1,-3.596481,6.091611,4.126735,4.336604,6.181321,4.674434,4.512948
-1,-4.791478,6.142375,3.800304,4.816865,5.944475,4.304679,5.012738
-1,-4.021624,6.142375,3.654147,4.988886,5.944475,4.139124,5.191754
-1,-3.573501,6.091611,4.274131,5.030476,5.432078,4.841392,5.235035
-1,-3.332203,6.040848,4.161418,5.247668,5.477707,4.713719,5.461059
-1,-3.424126,6.091611,4.126735,5.203934,5.432078,4.674434,5.415546
-1,-4.711046,6.091611,4.126735,5.030476,5.619383,4.674434,5.235035
-1,-4.825949,6.091611,3.979358,4.856998,5.806688,4.507496,5.054503
-1,-3.780327,6.091611,3.537207,5.724327,5.432078,4.006663,5.957101
-1,-3.757346,6.142375,3.507972,5.677013,5.015636,3.973548,5.907863
-1,-4.619123,6.091611,3.83198,4.856998,6.181321,4.340559,5.054503
-1,-3.757346,5.939321,3.627901,5.515275,5.571348,4.109394,5.739548
-1,-4.481239,6.040848,4.161418,4.198138,6.233267,4.713719,4.368851
-1,-3.791817,6.091611,4.126735,5.030476,5.619383,4.674434,5.235035
-1,-4.170999,6.040848,3.715553,4.373053,6.233267,4.208679,4.550879
-1,-4.033115,6.040848,4.310033,4.722903,5.666608,4.882059,4.914955
-1,-4.711046,6.091611,3.979358,4.856998,5.806688,4.507496,5.054503
-1,-4.148018,6.040848,4.310033,4.897817,5.477707,4.882059,5.096982
-1,-4.010134,6.091611,4.421508,4.856998,5.619383,5.008329,5.054503
-1,-4.619123,6.040848,4.310033,4.722903,5.666608,4.882059,4.914955
-1,-3.665423,6.091611,4.568886,4.510083,5.432078,5.175267,4.693481
-1,-4.963834,6.091611,3.83198,4.510083,5.994016,4.340559,4.693481
-1,-4.584652,6.091611,3.684584,4.68354,5.994016,4.173601,4.873992
-1,-3.205809,6.091611,3.83198,5.203934,5.432078,4.340559,5.415546
-1,-4.492729,6.091611,3.83198,4.68354,5.994016,4.340559,4.873992
-1,-4.389316,6.091611,3.537207,4.163147,6.555954,4.006663,4.332437
-1,-3.768837,6.091611,4.274131,4.856998,5.619383,4.841392,5.054503
-1,-4.21696,6.091611,3.979358,4.163147,6.368626,4.507496,4.332437
-1,-4.297393,6.091611,3.684584,3.989689,6.555954,4.173601,4.151926
-1,-4.251431,6.091611,3.979358,3.989689,6.555954,4.507496,4.151926
-1,-4.320374,6.091611,3.979358,4.68354,6.181321,4.507496,4.873992
-1,-3.573501,6.091611,4.126735,4.856998,5.994016,4.674434,5.054503
-1,-3.274751,6.091611,4.863659,5.897785,4.495506,5.509162,6.137612
-1,-4.274412,6.091611,3.979358,4.510083,5.994016,4.507496,4.693481
-1,-3.653933,6.091611,4.126735,4.856998,5.619383,4.674434,5.054503
-1,-3.87225,6.091611,3.537207,4.856998,5.994016,4.006663,5.054503
-1,-4.906382,6.091611,3.83198,4.510083,6.181321,4.340559,4.693481
-1,-4.446768,6.091611,3.83198,3.816211,6.743259,4.340559,3.971393
-1,-3.642443,6.091611,4.568886,4.68354,5.619383,5.175267,4.873992
-1,-4.676575,6.091611,3.537207,4.336604,6.368626,4.006663,4.512948
-1,-4.148018,6.091611,4.126735,4.856998,5.994016,4.674434,5.054503
-1,-4.044605,6.040848,3.715553,4.023203,6.799925,4.208679,4.186802
-1,-4.067586,6.142375,4.092637,4.988886,5.572944,4.63581,5.191754
-1,-4.550181,6.091611,3.684584,4.510083,6.181321,4.173601,4.693481
-1,-3.573501,6.091611,4.421508,4.68354,5.994016,5.008329,4.873992
-1,-3.711385,6.091611,3.979358,5.377391,5.24475,4.507496,5.596057
-1,-3.516049,6.091611,4.126735,4.856998,5.432078,4.674434,5.054503
-1,-4.19398,6.091611,3.979358,4.856998,5.619383,4.507496,5.054503
-1,-3.722875,6.091611,3.979358,4.68354,5.806688,4.507496,4.873992
-1,-4.768497,6.091611,3.537207,4.68354,5.994016,4.006663,4.873992
-1,-4.734026,6.091611,3.537207,4.510083,6.181321,4.006663,4.693481
-1,-3.998644,6.091611,3.979358,4.510083,5.806688,4.507496,4.693481
-1,-4.435277,6.091611,3.83198,4.68354,5.994016,4.340559,4.873992
-1,-4.170999,6.142375,3.654147,4.644823,5.944475,4.139124,4.8337
-1,-5.423448,6.142375,3.069482,4.816865,6.316006,3.476862,5.012738
-1,-4.757007,6.091611,3.537207,4.336604,5.994016,4.006663,4.512948
-1,-3.699894,6.040848,4.607282,5.247668,4.72217,5.218759,5.461059
-1,-4.894891,6.142375,3.215639,4.644823,6.13023,3.642418,4.8337
-1,-4.802969,6.091611,3.389829,4.336604,6.368626,3.839726,4.512948
-1,-4.435277,6.091611,3.537207,4.68354,5.994016,4.006663,4.873992
-1,-4.550181,6.091611,3.83198,4.68354,5.619383,4.340559,4.873992
-1,-4.159509,6.091611,3.83198,4.856998,5.806688,4.340559,5.054503
-1,-5.883062,6.091611,3.537207,4.163147,6.368626,4.006663,4.332437
-1,-3.998644,6.091611,3.537207,4.68354,5.994016,4.006663,4.873992
-1,-4.19398,6.091611,3.684584,4.510083,5.994016,4.173601,4.693481
-1,-3.952682,6.142375,4.092637,4.816865,5.572944,4.63581,5.012738
-1,-5.078737,6.091611,3.389829,4.856998,5.994016,3.839726,5.054503
-1,-4.079076,6.091611,3.537207,4.336604,6.368626,4.006663,4.512948
-1,-4.492729,6.091611,3.684584,4.68354,5.806688,4.173601,4.873992
-1,-5.113208,6.091611,3.684584,4.336604,5.994016,4.173601,4.512948
-1,-4.940853,6.142375,3.507972,4.300781,6.316006,3.973548,4.475668
-1,-3.768837,6.243902,4.457464,3.215448,6.761534,5.049057,3.346201
-1,-4.5272,6.142375,4.092637,4.472802,6.316006,4.63581,4.654684
-1,-4.423787,6.091611,3.684584,4.336604,6.181321,4.173601,4.512948
-1,-3.826288,6.091611,3.979358,4.510083,6.181321,4.507496,4.693481
-1,-4.83744,6.091611,3.389829,4.163147,6.555954,3.839726,4.332437
-1,-4.607632,6.091611,3.979358,4.336604,5.994016,4.507496,4.512948
-1,-5.055756,6.091611,3.83198,4.336604,6.181321,4.340559,4.512948
-1,-3.630952,5.990084,4.196684,4.586518,6.095592,4.753666,4.773024
-1,-4.366335,6.142375,4.238794,4.988886,5.387167,4.801365,5.191754
-1,-5.251092,6.243902,4.026084,3.046195,6.761534,4.560424,3.170066
-1,-4.906382,6.091611,4.126735,4.336604,6.368626,4.674434,4.512948
-1,-5.009795,6.193138,3.189287,4.094892,6.264241,3.612568,4.261407
-1,-4.481239,6.243902,3.307147,4.061608,7.127018,3.74607,4.226769
-1,-5.101718,6.091611,4.126735,4.163147,5.994016,4.674434,4.332437
-1,-3.699894,6.091611,4.568886,4.68354,5.24475,5.175267,4.873992
-1,-3.722875,6.091611,4.126735,4.336604,5.806688,4.674434,4.512948
-1,-4.19398,6.091611,4.274131,4.510083,5.619383,4.841392,4.693481
-1,-3.699894,6.091611,4.274131,4.856998,5.619383,4.841392,5.054503
-1,-3.286242,6.091611,4.421508,4.68354,5.619383,5.008329,4.873992
-1,-3.584991,6.091611,4.126735,4.510083,5.619383,4.674434,4.693481
-1,-3.780327,6.091611,4.274131,4.510083,5.432078,4.841392,4.693481
-1,-4.19398,6.091611,4.274131,4.336604,5.619383,4.841392,4.512948
-1,-3.309222,6.142375,4.677301,4.988886,5.572944,5.298071,5.191754
-1,-4.435277,6.091611,4.274131,4.336604,5.619383,4.841392,4.512948
-1,-3.630952,5.990084,3.747034,4.586518,6.095592,4.244339,4.773024
-1,-4.182489,6.040848,3.715553,4.198138,6.044388,4.208679,4.368851
-1,-4.159509,6.040848,4.012802,4.547967,5.666608,4.545379,4.732906
-1,-4.825949,5.990084,3.597162,4.586518,6.476586,4.074576,4.773024
-1,-5.090227,5.990084,3.447273,3.880906,6.857558,3.904794,4.03872
-1,-5.722197,5.990084,3.297402,3.704493,7.048032,3.735032,3.855133
-1,-4.20547,5.990084,3.297402,3.880906,6.857558,3.735032,4.03872
-1,-5.618784,5.990084,3.147513,3.880906,6.857558,3.565249,4.03872
-1,-4.825949,5.990084,3.147513,3.704493,7.048032,3.565249,3.855133
-1,-3.401145,5.990084,3.597162,4.410105,6.095592,4.074576,4.589437
-1,-4.113547,5.990084,3.896923,4.762932,5.905117,4.414121,4.956611
-1,-4.768497,6.040848,3.864168,3.498438,6.988804,4.377019,3.640699
-1,-4.274412,6.091611,4.568886,3.989689,5.994016,5.175267,4.151926
-1,-3.619462,6.040848,5.053147,5.072732,5.09995,5.723799,5.27901
-1,-4.274412,6.091611,3.83198,4.68354,5.806688,4.340559,4.873992
-1,-3.653933,6.040848,4.012802,4.547967,5.666608,4.545379,4.732906
-1,-3.987153,6.091611,4.421508,5.55087,4.870139,5.008329,5.77659
-1,-2.89557,6.091611,4.863659,4.856998,5.24475,5.509162,5.054503
-1,-4.642104,6.040848,3.715553,3.848288,6.611046,4.208679,4.004775
-1,-4.458258,6.091611,3.979358,4.68354,5.806688,4.507496,4.873992
-1,-2.930041,6.091611,4.716281,4.856998,5.806688,5.342225,5.054503
-1,-4.825949,6.091611,3.537207,4.856998,5.994016,4.006663,5.054503
-1,-4.033115,5.990084,4.046812,4.233712,6.095592,4.583903,4.405872
-1,-3.332203,5.990084,4.646333,4.410105,5.524145,5.262993,4.589437
-1,-3.596481,6.091611,4.863659,4.510083,5.432078,5.509162,4.693481
-1,-3.274751,6.091611,4.863659,5.030476,5.057444,5.509162,5.235035
-1,-3.964173,6.142375,4.092637,4.472802,5.758699,4.63581,4.654684
-1,-4.262922,6.193138,3.624187,4.265519,7.001189,4.105187,4.438972
-1,-4.21696,6.396192,3.649495,3.799704,6.778931,4.133855,3.954215
-1,-4.929362,6.040848,3.418303,3.673374,6.799925,3.871979,3.822748
-1,-5.032776,6.040848,3.418303,3.498438,6.988804,3.871979,3.640699
-1,-4.343354,6.142375,3.507972,4.300781,6.13023,3.973548,4.475668
-1,-5.561332,6.396192,3.509139,3.469296,7.135717,3.974871,3.610371
-1,-4.182489,6.294665,4.13625,3.35737,6.707003,4.685212,3.493894
-1,-6.767819,6.294665,2.995218,2.518038,7.794623,3.392742,2.620431
-1,-5.917533,6.446955,2.506677,2.950256,7.61051,2.839362,3.070225
-1,-2.527878,3.807257,3.773015,3.885611,6.593402,4.273768,4.043615
-1,-2.068264,3.807257,3.537207,3.608054,6.893117,4.006663,3.754772
-1,-2.998983,3.807257,3.301399,3.608054,6.593402,3.739559,3.754772
-1,-4.19398,3.807257,3.301399,4.440683,6.293709,3.739559,4.621259
-1,-2.815137,3.85802,2.792536,3.834487,7.098157,3.163161,3.990413
-1,-4.010134,3.85802,2.792536,3.834487,7.098157,3.163161,3.990413
-1,-2.792156,3.85802,3.025249,3.834487,7.098157,3.426759,3.990413
-1,-2.516388,3.85802,3.490657,4.10836,6.210901,3.953936,4.275422
-1,-3.89523,3.85802,2.559823,3.560594,7.393916,2.899562,3.705382
-1,-2.930041,3.85802,3.025249,4.10836,6.80242,3.426759,4.275422
-1,-1.803986,3.807257,4.480456,6.938571,4.495506,5.0751,7.220721
-1,-3.297732,3.85802,1.861685,4.656147,6.506661,2.108767,4.845484
-1,-2.998983,3.85802,2.094398,4.93004,6.210901,2.372365,5.130515
-1,-3.113886,3.85802,3.025249,3.560594,6.210901,3.426759,3.705382
-1,-2.838118,3.85802,3.025249,3.2867,6.506661,3.426759,3.420351
-1,-3.504558,3.85802,3.490657,3.834487,5.915142,3.953936,3.990413
-1,-2.355523,3.85802,3.72337,4.10836,5.619383,4.217534,4.275422
-1,-2.619801,3.807257,4.00884,4.440683,6.593402,4.540892,4.621259
-1,-2.504897,3.756494,3.824003,4.500695,6.378764,4.331524,4.683711
-1,-2.091245,3.807257,3.301399,5.55087,5.394607,3.739559,5.77659
-1,-3.987153,3.908784,3.215639,4.325343,6.13023,3.642418,4.501229
-1,-3.24028,3.85802,2.327111,3.834487,7.689676,2.635964,3.990413
-1,-3.263261,3.908784,2.756262,4.325343,6.714061,3.122072,4.501229
-1,-3.148357,3.908784,2.296885,4.055009,7.005977,2.601727,4.219902
-1,-3.309222,3.908784,2.526574,4.595677,6.422145,2.8619,4.782556
-1,-2.2636,3.908784,3.215639,4.055009,6.714061,3.642418,4.219902
-1,-1.95336,3.908784,3.215639,4.055009,6.714061,3.642418,4.219902
-1,-0.1378843,3.604203,8.469364,7.036301,2.849274,9.593415,7.322425
-1,-1.022642,3.604203,7.223878,7.62266,3.165848,8.182628,7.932627
-1,-0.8273056,3.604203,7.223878,7.329491,2.849274,8.182628,7.627537
-1,-1.459275,3.654967,7.369187,7.227681,2.809691,8.347222,7.521587
-1,-2.010812,3.807257,3.773015,4.71824,5.6943,4.273768,4.910103
-1,-2.562349,3.807257,3.065573,5.273313,5.6943,3.472435,5.487746
-1,-2.792156,3.807257,2.829765,4.440683,6.593402,3.205331,4.621259
-1,-2.619801,3.85802,3.025249,4.382253,6.506661,3.426759,4.560453
-1,-3.010473,3.807257,2.829765,4.440683,6.593402,3.205331,4.621259
-1,-3.171338,3.85802,3.257962,4.10836,6.210901,3.690357,4.275422
-1,-2.194658,3.959547,3.627901,4.803626,6.916156,4.109394,4.998961
-1,-2.861098,3.959547,3.174413,4.536769,6.916156,3.59572,4.721252
-1,-2.815137,3.85802,3.956083,4.382253,6.506661,4.481132,4.560453
-1,-3.274751,3.85802,3.025249,3.560594,7.985435,3.426759,3.705382
-1,-2.504897,3.85802,3.257962,3.560594,7.985435,3.690357,3.705382
-1,-3.067925,3.807257,3.301399,3.608054,7.792218,3.739559,3.754772
-1,-2.769176,3.85802,3.490657,4.10836,7.393916,3.953936,4.275422
-1,-2.079754,3.85802,3.956083,3.834487,7.393916,4.481132,3.990413
-1,-3.251771,3.85802,3.025249,5.203934,6.506661,3.426759,5.415546
-1,-2.769176,3.85802,3.025249,5.203934,6.506661,3.426759,5.415546
-1,-0.2068264,3.502676,8.202216,8.748645,1.954567,9.290811,9.1044
